,open,high,low,close,volume,av_pr,diff,candle,7_day_SMA,30_day_SMA,7_day_EMA,30_day_EMA,RSI,12_day_EMA,26_day_EMA,MACD,Signal_Line,20_day_SMA,20_day_STD,Upper_Band,Lower_Band,lag_1,lag_2,lag_3
23,2.4734,2.6061,2.4154,2.5599,212478703.0,2.51075,0.0865,1,2.4398142857142853,2.8511,2.48379103729577,2.6422637217371747,28.99430178346776,2.5354979097762205,2.635801991888428,-0.1003040821122076,-0.0712828321607791,2.697235,0.3050865869759462,3.307408173951893,2.0870618260481075,2.4734,2.4131,2.4237
24,2.56,2.8356,2.53,2.7384,407541122.0,2.6828,0.1783999999999999,1,2.4886142857142857,2.8376166666666665,2.547443277971828,2.6484660622702605,39.65097684766739,2.5667136159644945,2.6434018443411373,-0.0766882283766428,-0.0723639114039518,2.678755,0.2897017658413199,3.25815853168264,2.09935146831736,2.5599,2.4734,2.4131
25,2.7384,2.8335,2.713,2.7619,184181907.0,2.77325,0.0234999999999998,1,2.5376000000000003,2.8215100000000004,2.601057458478871,2.6557843808334693,45.554276946682,2.596742290431495,2.652179485501053,-0.0554371950695578,-0.068978568137073,2.665735,0.279107097488439,3.2239491949768784,2.107520805023122,2.7384,2.5599,2.4734
26,2.7619,2.8054,2.6879,2.7283,132387997.0,2.74665,-0.0335999999999998,0,2.585528571428571,2.8027133333333336,2.632868093859153,2.6604628078764714,57.1346098335418,2.616981938057419,2.657818042130605,-0.0408361040731857,-0.0633500753242956,2.6493899999999995,0.2642768562262727,3.177943712452545,2.120836287547454,2.7619,2.7384,2.5599
27,2.7283,2.7648,2.6075,2.6599,212813356.0,2.68615,-0.0684,0,2.619271428571428,2.782386666666667,2.639626070394365,2.6604264976908927,47.964763061968405,2.623584716817816,2.657972261232041,-0.0343875444142249,-0.0575575691422814,2.629525,0.2463322507573009,3.122189501514602,2.1368604984853983,2.7283,2.7619,2.7384
28,2.6599,2.6699,2.4693,2.5628,227170019.0,2.5696000000000003,-0.0970999999999997,0,2.640657142857143,2.76919,2.6204195527957737,2.6541280139689,51.94078947368422,2.6142332219227677,2.6509224641037417,-0.0366892421809743,-0.05338390375002,2.60425,0.2238495958873887,3.0519491917747774,2.1565508082252225,2.6599,2.7283,2.7619
29,2.5629,2.747,2.5121,2.7378,208222691.0,2.62955,0.1749,1,2.678428571428572,2.75694,2.6497646645968302,2.659526206616068,68.96661705294495,2.6332434954731108,2.657357837133094,-0.0241143416599833,-0.0475299913320127,2.58476,0.1903469640862231,2.9654539281724466,2.2040660718275538,2.5628,2.6599,2.7283
30,2.7378,2.749,2.6671,2.6877,161213675.0,2.70805,-0.0501,0,2.6966857142857146,2.7407366666666664,2.6592484984476226,2.661343870705354,69.4019471488178,2.641621419246478,2.659605404752865,-0.0179839855063863,-0.0416207901668874,2.56734,0.1604643078857817,2.888268615771564,2.246411384228437,2.7378,2.5628,2.6599
31,2.6878,2.716,2.5076,2.5721,257754207.0,2.6118,-0.1157000000000003,0,2.6729285714285718,2.720463333333333,2.637461373835717,2.6555862016275893,58.95758814512008,2.630925816285482,2.6531235229193197,-0.0221977066338374,-0.0377361734602774,2.552055,0.1429375479195823,2.837930095839165,2.2661799041608357,2.6877,2.7378,2.5628
32,2.5722,2.6099,2.5505,2.574,92516664.0,2.5802,0.0017999999999998,1,2.6460857142857144,2.7022833333333334,2.621596030376788,2.650322575716132,58.0880818200793,2.622167998395408,2.647262521221592,-0.0250945228261842,-0.0352078433334588,2.551755,0.1428820952099271,2.837519190419854,2.265990809580145,2.5721,2.6877,2.7378
33,2.574,2.6016,2.5201,2.5763,91506952.0,2.56085,0.0022999999999999,1,2.624371428571429,2.6847966666666663,2.61027202278259,2.64554692566993,59.82018623568448,2.6151113832576525,2.6420060381681405,-0.026894654910488,-0.0335452056488646,2.545565,0.1387387673025506,2.823042534605101,2.2680874653948986,2.574,2.5721,2.6877
34,2.5763,2.609,2.2336,2.2783,351828673.0,2.4213,-0.2979999999999996,0,2.5698571428571424,2.65714,2.527279017086943,2.621853575626709,43.9487264857666,2.56329424737186,2.6150648501556857,-0.0517706027838258,-0.0371902850758569,2.53311,0.1510870327780776,2.835284065556155,2.2309359344438446,2.5763,2.574,2.5721
35,2.2784,2.3663,2.0637,2.3222,763848258.0,2.215,0.0438,1,2.535485714285714,2.6338033333333333,2.4760092628152077,2.6025210868765987,46.31894387300559,2.526202824699266,2.593371157551561,-0.0671683328522947,-0.0431858946311444,2.53017,0.1547308770601044,2.8396317541202087,2.2207082458797904,2.2783,2.5763,2.574
36,2.3222,2.3314,2.1948,2.2827,211470336.0,2.2631,-0.0394999999999998,0,2.4704714285714284,2.608053333333333,2.427681947111405,2.581887468368431,42.145151989455485,2.4887408516686094,2.5703584792144083,-0.0816176275457989,-0.0508722412140753,2.528055,0.1579387705309934,2.843932541061987,2.212177458938013,2.3222,2.2783,2.5763
